ERA Code,ERA Acronym,ERA Conference Name,Acronym,Conference Name (DBLP),GS Venue Code,GS Name,Google Scholar H5-Index 2023,Google Scholar H5-Index 2022,CORE ID,CORE Conference Name,ICORE 2023 Rank,CORE 2021 Rank,CORE 2020 Rank,CORE 2018 Rank,ERA 2010 Rank,DBLP Link,DBLP URL,Google Scholar Metrics Link,GS URL,Comment
43046,FOCS,IEEE Symposium on Foundations of Computer Science,FOCS,IEEE Annual Symposium on Foundations of Computer Science,QUcbc1kDDcEJ,IEEE Symposium on Foundations of Computer Science (FOCS),50,52,745,IEEE Symposium on Foundations of Computer Science,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/focs/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=QUcbc1kDDcEJ.2023,
42841,FOGA,ACM/SIGEVO Conference on Foundations of Genetic Algorithms,FOGA,Foundations of Genetic Algorithms,-,-,-,-,546,Foundations of Genetic Algorithms,A,A,A*,A*,A,View,https://dblp.org/db/conf/foga/,,,Biennial conference. Reranked to A from A* in CORE 2021 ranking.
70047,FPGA,ACM/SIGDA International Symposium on Field Programmable Gate Arrays,FPGA,Symposium on Field Programmable Gate Arrays,X39h_ye2QL4J,Symposium on Field Programmable Gate Arrays (FPGA),37,39,-,,-,-,-,-,-,View,https://dblp.org/db/conf/fpga/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=X39h_ye2QL4J.2023,
42942,FUZZ,IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,IEEE International Conference on Fuzzy Systems,sateOX2Ni50J,IEEE International Conference on Fuzzy Systems (FUZZ),23,23,649,IEEE International Conference on Fuzzy Systems,B,B,A,A,A,View,https://dblp.org/db/conf/fuzzIEEE/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=sateOX2Ni50J.2023,Added 07/02/2020 as it met objective criteria. Request made by Chung-Hsing Yeh. Reranked to B from A in CORE 2021 ranking.
42852,GECCO,Conference on Genetic and Evolutionary Computation,GECCO,Annual Conference on Genetic and Evolutionary Computation,pQVER_ii7sMJ,Conference on Genetic and Evolutionary Computation,45,39,556,Genetic and Evolutionary Computations,A,A,A,A,A,View,https://dblp.org/db/conf/gecco/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=pQVER_ii7sMJ.2023,
42915,GLOBECOM,IEEE Global Communications Conference,GLOBECOM,Global Communications Conference,pZS97tVVUCgJ,IEEE GLOBECOM,64,63,2030,IEEE Global Telecommunications Conference ,B,B,B,B,-,View,https://dblp.org/db/conf/globecom/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=pZS97tVVUCgJ.2023,
50721,HCI International,International Conference on Human-Computer Interaction,HCI International,International Conference on Human-Computer Interaction,v05i1s2aH5wJ,HCI International,38,34,-,,-,-,-,-,-,View,https://dblp.org/db/conf/hci/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=v05i1s2aH5wJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Wong Kok Sheik (Malaysia).
42869,HICSS,Hawaii International Conference on System Sciences,HICSS,Hawaii International Conference on System Sciences,6wBd043QhTIJ,Hawaii International Conference on System Sciences,59,55,575,Hawaii International Conference on System Sciences,-,-,-,A,A,View,https://dblp.org/db/conf/hicss/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=6wBd043QhTIJ.2023,"Ranked A in Core2018, removed in 2020."
42339,HOTNETS,ACM Workshop on Hot Topics in Networks,HotNets,ACM Workshop on Hot Topics in Networks,wWkh60cbs_oJ,ACM Workshop on Hot Topics in Networks,23,24,69,ACM Workshop on Hot Topics in Networks,National: USA,National: USA,National: USA,A,A,View,https://dblp.org/db/conf/hotnets/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=wWkh60cbs_oJ.2023,
43691,HPCA,IEEE International Symposium on High Performance Computer Architecture,HPCA,International Symposium on High-Performance Computer Architecture,oRj0q6yVVdsJ,IEEE International Symposium on High Performance Computer Architecture,53,51,1386,International Symposium on High Performance Computer Architecture,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/hpca/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=oRj0q6yVVdsJ.2023,
42946,HPCC,IEEE International Conference on High Performance Computing and Communications,HPCC,IEEE International Conference on High Performance Computing and Communications,5z01YqRLwlYJ,IEEE International Conference on High Performance Computing and Communications,23,20,652,IEEE International Conference on High Performance Computing and Communications,C,B,B,B,B,View,https://dblp.org/db/conf/hpcc/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=5z01YqRLwlYJ.2023,
42300,HPDC,ACM International Symposium on High Performance Distributed Computing,HPDC,IEEE International Symposium on High-Performance Parallel Distributed Computing,VcBBCUw4gmMJ,ACM International Symposium on High Performance Distributed Computing,23,24,33,ACM International Symposium on High Performance Distributed Computing,A,A,A,A,A,View,https://dblp.org/db/conf/hpdc/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=VcBBCUw4gmMJ.2023,
70117,HRI,ACM/IEEE International Conference on Human Robot Interaction,HRI,IEEE/ACM International Conference on Human-Robot Interaction,ywdGSlWdBhkJ,ACM/IEEE International Conference on Human Robot Interaction,55,52,2310,ACM/IEEE International Conference on Human-Robot Interaction,A,-,-,-,-,View,https://dblp.org/db/conf/hri/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=ywdGSlWdBhkJ.2023,Added in CORE2023.
42283,Hypertext,ACM Conference on Hypertext and Social Media (previously ACM Conference on Hypertext and Hypermedia - HT),HT,ACM Conference on Hypertext and Social Media,U4LFuNlM8GMJ,ACM Conference on Hypertext and Hypermedia,20,19,17,ACM Conference on Hypertext and Social Media,-,-,-,A,A,View,https://dblp.org/db/conf/ht/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=U4LFuNlM8GMJ.2023,~Met objective criteria as at May 2021
N78166,,Industry Applications Society Annual Meeting,IAS,IAS Annual Meeting,-,-,-,26,2037,IEEE Industry Applications Society Annual Conference,National: USA,National: USA,National: USA,C,-,View,https://dblp.org/db/conf/iasam/index.html,,,Added 27/07/2022 as it met objective criteria. Request made by Mark Wallace (DSAI).
72342,ICE,IEEE International Conference on Cloud Engineering (ICE),IC2E,International Conference on Cloud Engineering,Bl2m6b_roKYJ,IEEE International Conference on Cloud Engineering,23,23,-,,-,-,-,-,-,View,https://dblp.org/db/conf/ic2e/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Bl2m6b_roKYJ.2023,Added 02/06/2021 as it met objective criteria. Request made by Aamir Cheema (SSC).
42924,ICAC,IEEE International Conference on Autonomic Computing,ICAC,IEEE International Conference on Autonomic Computing,-,-,-,-,630,IEEE International Conference on Autonomic Computing,B,B,B,B,B,View,https://dblp.org/db/conf/icac/index.html,,,~Met objective criteria as at August 2021.  Conference last held in 2019.  Has merged to form the International Conference on Autonomic Computing & Self-Organizing Systems (ACSOS)
43176,ICALP,"International Colloquium on Automata, Languages and Programming",ICALP,"International Colloquium on Automata, Languages and Programming",-jyI22RzDikJ,"International Colloquium on Automata, Languages and Programming (ICALP)",34,32,864,International Colloquium on Automata Languages and Programming,A,A,A,A,A,View,https://dblp.org/db/conf/icalp,View,https://scholar.google.com/citations?view_op=list_hcore&venue=-jyI22RzDikJ.2023,
42923,ICALT,IEEE International Conference on Advanced Learning Technologies,ICALT,International Conference on Advanced Learning Technologies,-QH-Ge-vaUsJ,IEEE International Conference on Advanced Learning Technologies,20,23,628,IEEE International Conference on Advanced Learning Technologies,B,B,-,B,B,View,https://dblp.org/db/conf/icalt/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=-QH-Ge-vaUsJ.2023,"Added 05/03/2020, approved as a special exception by DDR & Dean. Request made by Dragan Gasevic (DS&AI)"
43235,International Conference on Automated Planning and Scheduling,ICAPS,ICAPS,International Conference on Automated Planning and Scheduling,Mr2FEgodZ4QJ,International Conference on Automated Planning and Scheduling (ICAPS),32,32,919,International Conference on Automated Planning and Scheduling,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/icaps/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Mr2FEgodZ4QJ.2023,"Previously (ended 2002), AIPS (AI Planning Systems)."
50073,ICASSP,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,"IEEE International Conference on Acoustics, Speech, and Signal Processing",HHC6AUo36fEJ,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",123,110,2042,"IEEE International Conference on Acoustics, Speech and Signal Processing",-,-,-,B,-,View,https://dblp.org/db/conf/icassp/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=HHC6AUo36fEJ.2023,"Ranked B in Core2018, removed in 2020."
,,,ICBC,IEEE International Conference on Blockchain and Cryptocurrency,Hh3XGFymILkJ,IEEE International Conference on Blockchain and Cryptocurrency,31,,2304,IEEE International Conference on Blockchain and Cryptocurrency,C,-,-,-,-,View,https://dblp.org/db/conf/icbc2/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Hh3XGFymILkJ.2023,"Met objective criteria in August 2023.
Requested by Joao Massari Chervinski (SSC)."
42928,ICC,IEEE International Conference on Communications,ICC,IEEE International Conference on Communications,RIbmH16J7yoJ,IEEE International Conference on Communications,76,75,634,IEEE International Conference on Communications,-,-,-,B,B,View,https://dblp.org/db/conf/icc/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=RIbmH16J7yoJ.2023,"Ranked B in Core2018, removed in 2020."
43084,ICCAD,IEEE/ACM International Conference on Computer-Aided Design,ICCAD,International Conference on Computer Aided Design,4CNgrChSeFwJ,IEEE/ACM International Conference on Computer-Aided Design (ICCAD),43,39,783,IEEE/ACM International Conference on Computer-Aided Design,A,A,A,A,A,View,https://dblp.org/db/conf/iccad,View,https://scholar.google.com/citations?view_op=list_hcore&venue=4CNgrChSeFwJ.2023,
50626,ICCC,International Conference on Computational Creativity,ICCC,International Conference on Computational Creativity,G89u25I8VtkJ,International Conference on Computational Creativity,18,18,2199,International Conference on Computational Creativity,C,Unranked,Unranked,Unranked,-,View,https://dblp.org/db/conf/icccrea/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=G89u25I8VtkJ.2023,Added by CHIC Group 2019. ~Met objective criteria as at May 2021
60417,ICCCN,International Conference on Computer Communications and Networks,ICCCN,International Conference on Computer Communications and Networks,DstJkgVOjywJ,International Conference on Computer Communications and Networks,26,31,2038,International Conference on Computer Communication and Networks,B,B,A,A,-,View,https://dblp.org/db/conf/icccn/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=DstJkgVOjywJ.2023,Reranked to B from A in CORE 2021 ranking.
43269,ICCSA,International Conference on Computational Science and Applications,ICCSA,International Conference on Computational Science and Its Applications,xYvh6JMqx1sJ,International Conference on Computational Science and Its Applications,26,24,953,International Conference on Computational Science and its Applications,C,C,C,C,C,View,https://dblp.org/db/conf/iccsa/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=xYvh6JMqx1sJ.2023,Added 28/07/2022 as it met objective criteria. Request made by Aamir Cheema (SSC).
42932,ICCV,IEEE International Conference on Computer Vision,ICCV,IEEE International Conference on Computer Vision,Umlb1kMURG4J,IEEE/CVF International Conference on Computer Vision,228,239,638,IEEE International Conference on Computer Vision,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/iccv/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Umlb1kMURG4J.2023,
73084,ICDAR,International Conference on Document Analysis and Recognition,ICDAR,International Conference on Document Analysis and Recognition,HF-0Hiax7t8J,International Conference on Document Analysis and Recognition,40,50,2047,IEEE International Conference on Document Analysis and Recognition,A,A,A,A,-,View,https://dblp.org/db/conf/icdar/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=HF-0Hiax7t8J.2023,
43324,ICDCS,International Conference on Distributed Computing Systems,ICDCS,IEEE International Conference on Distributed Computing Systems,CiHz08Ia1nsJ,"International Conference on Distributed Computing Systems, ICDCS",47,50,1002,International Conference on Distributed Computing Systems,A,A,A,A,A,View,https://dblp.org/db/conf/icdcs,View,https://scholar.google.com/citations?view_op=list_hcore&venue=CiHz08Ia1nsJ.2023,
43307,ICDE,International Conference on Data Engineering,ICDE,IEEE International Conference on Data Engineering,HdCtgB7kxZAJ,International Conference on Data Engineering,62,55,986,International Conference on Data Engineering,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/icde,View,https://scholar.google.com/citations?view_op=list_hcore&venue=HdCtgB7kxZAJ.2023,
42936,ICDM,IEEE International Conference on Data Mining,ICDM,IEEE International Conference on Data Mining,A0l3VPFKwDYJ,IEEE International Conference on Data Mining,52,53,642,IEEE International Conference on Data Mining,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/icdm,View,https://scholar.google.com/citations?view_op=list_hcore&venue=A0l3VPFKwDYJ.2023,
43310,ICDT,International Conference on Database Theory,ICDT,International Conference on Database Theory,BGvdky_UalUJ,International Conference on Database Theory,19,21,989,International Conference on Database Theory,A,A,A,A,A,View,https://dblp.org/db/conf/icdt,View,https://scholar.google.com/citations?view_op=list_hcore&venue=BGvdky_UalUJ.2023,~Met objective criteria as at Aug 2022
N78562,"International Conference on Electronics, Information, and Communications (ICEIC)",ICEIC,ICEIC,"International Conference on Electronics, Information and Communications",a31ABmBG5P4J,"International Conference on Electronics, Information, and Communication",22,,-,,-,-,-,-,-,View,https://dblp.org/db/conf/elinfocom/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=a31ABmBG5P4J.2023,Met objective criteria in August 2023.  Requested by KokSheik Wong.
43185,ICER,International Computing Education Research Conference,ICER,International Computing Education Research Conference,v0xCU4OEvKUJ,International Computing Education Research Conference (ICER),32,29,872,International Computing Education Research Workshop,A,B,B,B,B,View,https://dblp.org/db/conf/icer,View,https://scholar.google.com/citations?view_op=list_hcore&venue=v0xCU4OEvKUJ.2023,Added by Education Group 2019.
42947,ICIP,IEEE International Conference on Image Processing,ICIP,IEEE International Conference on Image Processing,a9ZSGA40nccJ,IEEE International Conference on Image Processing (ICIP),61,60,654,IEEE International Conference on Image Processing,B,B,B,B,B,View,https://dblp.org/db/conf/icip,View,https://scholar.google.com/citations?view_op=list_hcore&venue=a9ZSGA40nccJ.2023,
43402,ICIS,International Conference on Information Systems,ICIS,International Conference on Information Systems,hL4tvEz50McJ,International Conference on Information Systems (ICIS),35,34,1078,International Conference on Information Systems,-,-,-,A*,A,View,https://dblp.org/db/conf/icis,View,https://scholar.google.com/citations?view_op=list_hcore&venue=hL4tvEz50McJ.2023,"Ranked A* in Core 2018, removed in 2020."
,,,ICLR,International Conference on Learning Representations,0032SoU2xY4J,International Conference on Learning Representations,303,286,2273,International Conference on Learning Representations,A*,A*,-,-,-,View,https://dblp.org/db/conf/iclr/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=0032SoU2xY4J.2023,Added by DS&AI Group 2019. Added to CORE 2021 ranking as A*.
42957,ICME,IEEE International Conference on Multimedia and Expo,ICME,IEEE International Conference on Multimedia and Expo,xYXdFLRJbCMJ,IEEE International Conference on Multimedia and Expo,43,40,664,IEEE International Conference on Multimedia and Expo,A,A,B,B,B,View,https://dblp.org/db/conf/icmcs/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=xYXdFLRJbCMJ.2023,
43466,ICMI,International Conference on Multimodal Interaction,ICMI,International Conference on Multimodal Interaction,FeNM07eYolwJ,International Conference on Multimodal Interfaces (ICMI),34,32,1144,International Conference on Multimodal Interaction (was International Conference on Multimodal Interfaces),B,B,B,B,B,View,https://dblp.org/db/conf/icmi,View,https://scholar.google.com/citations?view_op=list_hcore&venue=FeNM07eYolwJ.2023,
43444,ICML,International Conference on Machine Learning (ICML),ICML,International Conference on Machine Learning,wL2oxc9mT4YJ,International Conference on Machine Learning,254,237,1121,International Conference on Machine Learning,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/icml,View,https://scholar.google.com/citations?view_op=list_hcore&venue=wL2oxc9mT4YJ.2023,
43445,ICMLA,International Conference on Machine Learning and Applications,ICMLA,International Conference on Machine Learning and Applications,jv1gvzv4-LgJ,International Conference on Machine Learning and Applications,40,39,1122,International Conference on Machine Learning and Applications,C,C,C,C,C,View,https://dblp.org/db/conf/icmla/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=jv1gvzv4-LgJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Wong Kok Sheik (Malaysia).
42313,ICMR,ACM International Conference on Multimedia Retrieval,ICMR,International Conference on Multimedia Retrieval,_3Q9NfFmueMJ,ACM International Conference on Multimedia Retrieval,33,29,44,International Conference on Multimedia Retrieval (previously MIR),B,B,B,B,B,View,https://dblp.org/db/conf/mir/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=_3Q9NfFmueMJ.2023,
43469,ICNP,IEEE International Conference on Network Protocols,ICNP,IEEE International Conference on Network Protocols,uhUmlwFgx3kJ,IEEE International Conference on Network Protocols,27,24,1147,International Conference on Network Protocols,B,A,A,A,A,View,https://dblp.org/db/conf/icnp,View,https://scholar.google.com/citations?view_op=list_hcore&venue=uhUmlwFgx3kJ.2023,
43474,ICONIP,International Conference on Neural Information Processing,ICONIP,International Conference on Neural Information Processing,sz4vWIwy-_cJ,International Conference on Neural Information Processing,28,35,1152,International Conference on Neural Information Processing,B,B,A,A,A,View,https://dblp.org/db/conf/iconip,View,https://scholar.google.com/citations?view_op=list_hcore&venue=sz4vWIwy-_cJ.2023,Added 07/02/2020 as it met objective criteria. Request made by Christoph Bergmeir and Chung-Hsing Yeh. Reranked to B from A in CORE 2021 ranking.
43501,ICPC,International Conference on Program Comprehension,ICPC,IEEE International Conference on Program Comprehension,Q7aNVRgyGrYJ,IEEE International Conference on Program Comprehension,31,30,1181,"IEEE International Conference on Program Comprehension (previously IWPC, changed in 2006)",A,A,C,C,C,View,https://dblp.org/db/conf/iwpc/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Q7aNVRgyGrYJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Aamir Cheema (SSC).
43487,ICPP,International Conference on Parallel Processing (ICPP),ICPP,International Conference on Parallel Processing,2UdIRucVFKoJ,International Conference on Parallel Processing (ICPP),23,20,1167,International Conference on Parallel Processing,B,A,A,A,A,View,https://dblp.org/db/conf/icpp,View,https://scholar.google.com/citations?view_op=list_hcore&venue=2UdIRucVFKoJ.2023,
43489,ICPR,International Conference on Pattern Recognition,ICPR,International Conference on Pattern Recognition,cVHg_1PrXPkJ,International Conference on Pattern Recognition,58,43,1169,International Conference on Pattern Recognition,B,B,B,B,B,View,https://dblp.org/db/conf/icpr,View,https://scholar.google.com/citations?view_op=list_hcore&venue=cVHg_1PrXPkJ.2023,
50080,ICRA,IEEE International Conference on Robotics and Automation,ICRA,IEEE International Conference on Robotics and Automation,Z88T8Kej-9oJ,IEEE International Conference on Robotics and Automation,119,116,2051,IEEE International Conference on Robotics and Automation,A*,B (needs review),B,B,-,View,https://dblp.org/db/conf/icra,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Z88T8Kej-9oJ.2023,
42296,ICS,ACM International Conference on Supercomputing,ICS,ACM International Conference on Supercomputing,3tXj5_VxBMkJ,International Conference on Supercomputing (ICS),25,22,77,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",A,A,A,A,A,View,https://dblp.org/db/conf/ics/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=3tXj5_VxBMkJ.2023,
43525,ICSE,International Conference on Software Engineering,ICSE,International Conference on Software Engineering,vtDF2hFAQ-cJ,ACM/IEEE International Conference on Software Engineering,85,76,1209,International Conference on Software Engineering,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/icse/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=vtDF2hFAQ-cJ.2023,
42970,ICSME,IEEE International Conference on Software Maintenance and Evolution,ICSME,IEEE International Conference on Software Maintenance and Evolution,rYWnDlpKBukJ,IEEE International Conference on Software Maintenance and Evolution,35,36,676,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",A,A,A,A,A,View,https://dblp.org/db/conf/icsm/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=rYWnDlpKBukJ.2023,
43521,ICSOC,International Conference on Service Oriented Computing,ICSOC,International Conference on Service Oriented Computing,IrdeEW1sNzQJ,International Conference on Service Oriented Computing,22,23,1204,International Conference on Service Oriented Computing,A,A,A,A,A,View,https://dblp.org/db/conf/icsoc/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=IrdeEW1sNzQJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Aamir Cheema (SSC).
43536,ICST,"IEEE International Conference on Software Testing, Verification and Validation (ICST)",ICST,"International Conference on Software Testing, Verification, and Validation",DQUq5mthvPAJ,"IEEE International Conference on Software Testing, Verification and Validation (ICST)",31,30,1221,"International Conference on Software Testing, Verification and Validation",A,A,A,A,C,View,https://dblp.org/db/conf/icst/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=DQUq5mthvPAJ.2023,
43390,ICTD,International Conference on Information and Communication Technologies Development,ICTD,International Conference on Information and Communication Technologies and Development,QMkcLa7J-FMJ,International Conference on Information and Communication Technologies and Development,17,18,1066,International Conference on Information and Communication Technologies and Development,C,C,C,C,C,View,https://dblp.org/db/conf/ictd/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=QMkcLa7J-FMJ.2023,"Added 13/07/2022, approved as a special exception by ADR. Request made by Patrick Olivier (HCC).  Held every 18 months."
50522,ICWSM,AAAI International Conference on Weblogs and Social Media,ICWSM,International Conference on Web and Social Media,eH4qSzdbVtwJ,International Conference on Web and Social Media (ICWSM),59,54,2169,International Conference on Web and Social Media,A,Unranked,Unranked,Unranked,-,View,https://dblp.org/db/conf/icwsm/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=eH4qSzdbVtwJ.2023,
43160,IDC,ACM International Conference on Interaction Design and Children,IDC,International Conference on Interaction Design and Children,6bHuP8hpZRIJ,Interaction Design and Children,30,28,851,Interaction Design and Children (ACM),B,-,-,-,B,View,https://dblp.org/db/conf/acmidc/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=6bHuP8hpZRIJ.2023,Added 29/01/2020 as it met objective criteria. Request made by Kirsten Ellis (HCC).
50225,IECON,Annual Conference of the IEEE Industrial Electronics Society,IECON,Annual Conference of the IEEE Industrial Electronics Society,j7dS7aP2eTEJ,IEEE Annual Conference of the Industrial Electronics Society,28,27,-,,-,-,-,-,-,View,https://dblp.org/db/conf/iecon/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=j7dS7aP2eTEJ.2023,Added 27/07/2022 as it met objective criteria. Request made by Mark Wallace (DSAI).
72338,Big Data,IEEE International Conference on Big Data,IEEE BigData,IEEE International Conference on Big Data,5qcbaE0D5owJ,IEEE International Conference on Big Data,53,52,2274,IEEE International Conference on Big Data,B,B,-,-,-,View,https://dblp.org/db/conf/bigdataconf/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=5qcbaE0D5owJ.2023,
,,,IEEE Blockchain,IEEE International Conference on Blockchain,DGN3r9u7HNQJ,IEEE International Conference on Blockchain,34,,-,,-,-,-,-,-,View,https://dblp.org/db/conf/blockchain2/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=DGN3r9u7HNQJ.2023,Met objective criteria in August 2023.  Requested by Joao Massari Chervinski (SSC).
42908,CEC,IEEE Congress on Evolutionary Computation,IEEE CEC,IEEE Congress on Evolutionary Computation,ThxTsNVxvT8J,IEEE Congress on Evolutionary Computation,86,83,2061,IEEE Congress on Evolutionary Computation,B,B,B,B,A,View,https://dblp.org/db/conf/cec/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=ThxTsNVxvT8J.2023,
42972,ICWS,IEEE International Conference on Web Services,IEEE ICWS,IEEE International Conference on Web Services,UYzshLpmx2EJ,IEEE International Conference on Web Services,26,26,678,IEEE International Conference on Web Services,A,A,A,A,A,View,https://dblp.org/db/conf/icws,View,https://scholar.google.com/citations?view_op=list_hcore&venue=UYzshLpmx2EJ.2023,
42896,INFOCOM,IEEE International Conference on Computer Communications (previously Joint Conference of the IEEE Computer and Communications Societies (INFOCOM)),IEEE INFOCOM,IEEE Conference on Computer Communications,JMgzZsGYu14J,IEEE International Conference on Computer Communications (INFOCOM),80,73,2074,IEEE International Conference on Computer Communications,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/infocom,View,https://scholar.google.com/citations?view_op=list_hcore&venue=JMgzZsGYu14J.2023,
43623,IJCAI,International Joint Conference on Artificial Intelligence,IJCAI,International Joint Conference on Artificial Intelligence,4HxsSu0PUdYJ,International Joint Conference on Artificial Intelligence (IJCAI),133,120,1313,International Joint Conference on Artificial Intelligence,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/ijcai,View,https://scholar.google.com/citations?view_op=list_hcore&venue=4HxsSu0PUdYJ.2023,
43624,IJCAR,"International Joint Conference on Automated Reasoning (merger of CADE, FroCoS and TABLEAUX)",IJCAR,International Joint Conference on Automated Reasoning,rQ3SA3F42vsJ,International Conference on Automated Deduction,24,24,918,International Conference on Automated Deduction,A,A,A,A,A,View,https://dblp.org/db/conf/ijcar/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=rQ3SA3F42vsJ.2023,Biennial conference. Reranked to A from A* in CORE 2021 ranking.
72251,ICB,International Conference on Biometrics,IJCB,International Joint Conference on Biometrics,8NUNXaRdBmsJ,IAPR International Conference on Biometrics (ICB),30,25,2305,International Joint Conference on Biometrics,B,-,-,-,-,View,https://dblp.org/db/conf/icb/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=8NUNXaRdBmsJ.2023,Added to Core in 2023.
43627,International Joint Conference on Natural Language Processing,IJCNLP,IJCNLP,International Joint Conference on Natural Language Processing,-,-,-,37,1317,International Joint Conference on Natural Language Processing,B,B,B,B,B,View,https://dblp.org/db/conf/ijcnlp/index.html,,,Met objective criteria as at April 2023
42959,IJCNN,International Joint Conference on Neural Networks,IJCNN,IEEE International Joint Conference on Neural Network,-t1SY74YlYcJ,International Joint Conference on Neural Networks,60,63,685,IEEE International Joint Conference on Neural Networks,B,B,A,A,A,View,https://dblp.org/db/conf/ijcnn,View,https://scholar.google.com/citations?view_op=list_hcore&venue=-t1SY74YlYcJ.2023,Reranked to B from A in CORE 2021 ranking.
43854,IMC,Internet Measurement Conference,IMC,ACM/SIGCOMM Internet Measurement Conference,Yh-Vy_bHNYMJ,Internet Measurement Conference,45,42,1551,Internet Measurement Conference,A,A,A,A,A,View,https://dblp.org/db/conf/imc,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Yh-Vy_bHNYMJ.2023,
50452,,IEEE International Conference on Industrial Informatics,INDIN,IEEE International Conference on Industrial Informatics,IRnEg4i2mP4J,IEEE International Conference on Industrial Informatics,22,24,-,,-,-,-,-,-,View,https://dblp.org/db/conf/indin/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=IRnEg4i2mP4J.2023,Added 27/07/2022 as it met objective criteria. Request made by Mark Wallace (DSAI).
43635,INLG,International Natural Language Generation Conference,INLG,International Conference on Natural Language Generation,g-l3y5waBCYJ,International Conference on Natural Language Generation,28,29,1327,International Natural Language Generation Conference,B,B,B,B,B,View,https://dblp.org/db/conf/inlg/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=g-l3y5waBCYJ.2023,Added 13/07/2022 as it met objective criteria. Request made by Ingrid Zukerman.
