ERA Code,ERA Acronym,ERA Conference Name,Acronym,Conference Name (DBLP),GS Venue Code,GS Name,Google Scholar H5-Index 2023,Google Scholar H5-Index 2022,CORE ID,CORE Conference Name,ICORE 2023 Rank,CORE 2021 Rank,CORE 2020 Rank,CORE 2018 Rank,ERA 2010 Rank,DBLP Link,DBLP URL,Google Scholar Metrics Link,GS URL,Comment
43607,Interact,IFIP TC13 Conference on Human-Computer Interaction,INTERACT,IFIP TC13 International Conference on Human-Computer Interaction,6hYO_ZiWs1YJ,IFIP Conference on Human-Computer Interaction (INTERACT),19,20,807,IFIP TC13 Conference on Human-Computer Interaction,B,B,A,A,A,View,https://dblp.org/db/conf/interact,View,https://scholar.google.com/citations?view_op=list_hcore&venue=6hYO_ZiWs1YJ.2023,Added 27/07/2020 as it met objective criteria. Request made by Reuben Kirkham (HCC). Reranked to B from A in CORE 2021 ranking.
42396,INTERSPEECH,Conference of the International Speech Communication Association (INTERSPEECH),INTERSPEECH,Conference of the International Speech Communication Association,ssdQ_yPkyjAJ,Conference of the International Speech Communication Association (INTERSPEECH),107,100,494,Interspeech (combined EuroSpeech and ICSLP in 2000),A,A,A,A,A,View,https://dblp.org/db/conf/interspeech,View,https://scholar.google.com/citations?view_op=list_hcore&venue=ssdQ_yPkyjAJ.2023,
,,,IoTDI,International Conference on Internet-of-Things Design and Implementation,SFJBTwy1_VEJ,ACM International Conference on Internet-of-Things Design and Implementation,25,25,-,,-,-,-,-,-,View,https://dblp.org/db/conf/iotdi/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=SFJBTwy1_VEJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Aamir Cheema (SSC).
45004,Conference on Integer Programming and Combinatorial Optimization,IPCO,IPCO,Conference on Integer Programming and Combinatorial Optimization,_8wwFhBIq4cJ,International Conference on Integer Programming and Combinatorial Optimization,16,17,370,Conference on Integer Programming and Combinatorial Optimization,A,A,A,A,A,View,https://dblp.org/db/conf/ipco/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=_8wwFhBIq4cJ.2023,Met objective criteria in August 2023.  Requested by Pierre Le Bodic (DSAI). 
42982,IPDPS,IEEE International Symposium on Parallel & Distributed Processing,IPDPS,IEEE International Parallel and Distributed Processing Symposium,Cge5_JoKLicJ,IEEE International Symposium on Parallel & Distributed Processing,38,38,688,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),A,A,A,A,A,View,https://dblp.org/db/conf/ipps,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Cge5_JoKLicJ.2023,
73308,IPIN,International Conference on Indoor Positioning and Indoor Navigation (IPIN),IPIN,International Conference on Indoor Positioning and Indoor Navigation,gjcWMB8_tCQJ,International Conference on Indoor Positioning and Indoor Navigation (IPIN),23,29,2244,International Conference on Indoor Positioning and Indoor Navigation,C,C,-,-,-,View,https://dblp.org/db/conf/ipin/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=gjcWMB8_tCQJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Wong Kok Sheik (Malaysia).
43128,IPSN,ACM/IEEE International Conference on Information Processing in Sensor Networks,IPSN,International Symposium on Information Processing in Sensor Networks,LVh5pfQaySQJ,International Symposium on Information Processing in Sensor Networks,27,29,823,Information Processing in Sensor Networks,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/ipsn,View,https://scholar.google.com/citations?view_op=list_hcore&venue=LVh5pfQaySQJ.2023,
42261,IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,IEEE/RJS International Conference on Intelligent Robots and Systems,QZ31s4XlF8EJ,IEEE/RSJ International Conference on Intelligent Robots and Systems,78,80,792,IEEE/RSJ International Conference on Intelligent Robots and Systems,A,A,A,A,A,View,https://dblp.org/db/conf/iros,View,https://scholar.google.com/citations?view_op=list_hcore&venue=QZ31s4XlF8EJ.2023,
72426,IEEE International Symposium on Biomedical Imaging (ISBI) - From Nano to Macro,ISBI,ISBI,IEEE International Symposium on Biomedical Imaging,BvOzx47YdqIJ,IEEE International Symposium on Biomedical Imaging: From Nano to Macro,59,,-,,-,-,-,-,-,View,https://dblp.org/db/conf/isbi/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=BvOzx47YdqIJ.2023,Met objective criteria in August 2023.  Requested by Zhaolin Chen (DSAI).
42299,ISCA,International Symposium on Computer Architecture,ISCA,International Symposium on Computer Architecture,-RiAttlQ-g0J,International Symposium on Computer Architecture (ISCA),60,57,32,ACM International Symposium on Computer Architecture,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/isca,View,https://scholar.google.com/citations?view_op=list_hcore&venue=-RiAttlQ-g0J.2023,
50482,ISGT,IEEE PES Innovative Smart Grid Technologies Conference,ISGT,IEEE PES Innovative Smart Grid Technologies Conference,9nASlar3rTYJ,IEEE PES Innovative Smart Grid Technologies (ISGT),22,23,-,,-,-,-,-,-,View,https://dblp.org/db/conf/isgt/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=9nASlar3rTYJ.2023,Added 27/07/2022 as it met objective criteria. Request made by Mark Wallace (DSAI).
50498,IEEE/PES Innovative Smart Grid Technologies Europe,ISGT EUROPE,ISGT Europe,IEEE PES Innovative Smart Grid Technologies Conference - Europe,clIpBqTfgOsJ,IEEE PES Innovative Smart Grid Technologies Conference Europe,22,22,-,,-,-,-,-,-,View,https://dblp.org/db/conf/isgteurope/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=clIpBqTfgOsJ.2023,
42996,ISIT,IEEE International Symposium on Information Theory,ISIT,International Symposium on Information Theory,fjTusMdgL5UJ,IEEE International Symposium on Information Theory,52,58,699,IEEE International Symposium on Information Theory,B,B,B,B,B,View,https://dblp.org/db/conf/isit,View,https://scholar.google.com/citations?view_op=list_hcore&venue=fjTusMdgL5UJ.2023,
74496,International Symposium on Low Power Electronics and Design,,ISLPED,International Symposium on Low Power Electronics and Design,NoKVsOmGgEMJ,ACM/IEEE International Symposium on Low Power Electronics and Design,20,22,-,,-,-,-,-,-,View,https://dblp.org/db/conf/islped/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=NoKVsOmGgEMJ.2023,
43086,ISMAR,IEEE International Symposium on Mixed and Augmented Reality,ISMAR,International Symposium on Mixed and Augmented Reality,saKKhfQeF-MJ,IEEE International Symposium on Mixed and Augmented Reality,30,26,785,IEEE/ACM International Symposium on Mixed and Augmented Reality,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/ismar,View,https://scholar.google.com/citations?view_op=list_hcore&venue=saKKhfQeF-MJ.2023,
,,,ISMIR,International Society for Music Information Retrieval Conference,ww7t0KgL1UgJ,International Society for Music Information Retrieval Conference,43,40,-,,-,-,-,-,-,View,https://dblp.org/db/conf/ismir/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=ww7t0KgL1UgJ.2023,
43002,ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software,vGg3xZzyUHwJ,IEEE International Symposium on Performance Analysis of Systems and Software,22,23,705,IEEE International Symposium on Performance Analysis of Systems and Software,B,B,B,B,C,View,https://dblp.org/db/conf/ispass/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=vGg3xZzyUHwJ.2023,
43851,ISSAC,International Symposium on Symbolic and Algebraic Computation,ISSAC,International Symposium on Symbolic and Algebraic Computation,FP8ACOcXoTUJ,International Symposium on Symbolic and Algebraic Computation,15,15,1420,International Symposium on Symbolic and Algebraic Computation,A,A,A*,A*,A,View,https://dblp.org/db/conf/issac,View,https://scholar.google.com/citations?view_op=list_hcore&venue=FP8ACOcXoTUJ.2023,~Met objective criteria (CORE A* in 2020). Reranked to A from A* in CORE 2021 ranking.
,,,ISSCC,IEEE International Solid-State Circuits Conference,V9dUrR2StjYJ,IEEE International Solid-State Circuits Conference,66,67,2081,IEEE International Solid-State Circuits Conference,-,-,-,A,-,View,https://dblp.org/db/conf/isscc/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=V9dUrR2StjYJ.2023,Ranked A in Core in 2018 (removed in 2020).
43716,ISSRE,International Symposium on Software Reliability Engineering,ISSRE,IEEE International Symposium on Software Reliability Engineering,xJhIFxijeG8J,International Symposium on Software Reliability Engineering,25,20,1411,International Symposium on Software Reliability Engineering,A,A,A,A,A,View,https://dblp.org/db/conf/issre/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=xJhIFxijeG8J.2023,
43165,ISSTA,International Symposium on Software Testing and Analysis,ISSTA,International Symposium on Software Testing and Analysis,llVusf8drOoJ,International Symposium on Software Testing and Analysis,40,39,1412,International Symposium on Software Testing and Analysis,A,A,A,A,A,View,https://dblp.org/db/conf/issta/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=llVusf8drOoJ.2023,
43646,ISWC,International Conference on The Semantic Web,ISWC,International Semantic Web Conference,AETH84_wOIQJ,International Semantic Web Conference,41,39,1338,International Semantic Web Conference,A,A,A,A,B,View,https://dblp.org/db/conf/semweb/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=AETH84_wOIQJ.2023,
72616,ITA,Information Theory and Applications Workshop,ITA,Information Theory and Applications Workshop,R4vy-n4l6boJ,Information Theory and Applications Workshop,24,24,-,,-,-,-,-,-,View,https://dblp.org/db/conf/ita/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=R4vy-n4l6boJ.2023,"No longer indexed by DBLP, considered a local workshop."
42399,ITiCSE,Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE,Annual Conference on Innovation and Technology in Computer Science Education,68UDAZLIQo8J,Joint Conference on Innovation and Technology in Computer Science Education,29,26,126,Annual Conference on Innovation and Technology in Computer Science Education,B,A,A,A,A,View,https://dblp.org/db/conf/iticse,View,https://scholar.google.com/citations?view_op=list_hcore&venue=68UDAZLIQo8J.2023,Added by Education Group 2019.
45028,ITS,International Conference on Intelligent Tutoring Systems,ITS,International Conference on Augmented Intelligence and Intelligent Tutoring Systems,pjzAYQWqW2kJ,Intelligent Tutoring Systems,17,13,1100,International Conference on Intelligent Tutoring Systems,B,B,A,A,A,View,https://dblp.org/db/conf/its,View,https://scholar.google.com/citations?view_op=list_hcore&venue=pjzAYQWqW2kJ.2023,~Met objective criteria as at Jan 2020. Reranked to B from A in CORE 2021 ranking.
43138,ITW,IEEE Information Theory Workshop,ITW,Information Theory Workshop,oNaCS6jRXoMJ,IEEE Information Theory Workshop,25,23,830,Information Theory Workshop,B,B,B,B,B,View,https://dblp.org/db/conf/itw,View,https://scholar.google.com/citations?view_op=list_hcore&venue=oNaCS6jRXoMJ.2023,
43424,IUI,International Conference on Intelligent User Interfaces,IUI,International Conference on Intelligent User Interfaces,-_BzfdwqRVsJ,International Conference on Intelligent User Interfaces (IUI),47,40,1101,International Conference on Intelligent User Interfaces,A,A,A,A,A,View,https://dblp.org/db/conf/iui,View,https://scholar.google.com/citations?view_op=list_hcore&venue=-_BzfdwqRVsJ.2023,
43158,IVA,Intelligent Virtual Agents,IVA,International Conference on Intelligent Virtual Agents,Zy6oN9uVoooJ,Intelligent Virtual Agents,23,21,849,Intelligent Virtual Agents,B,B,B,B,B,View,https://dblp.org/db/conf/iva,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Zy6oN9uVoooJ.2023,
42301,IWCMC,International Wireless Communications and Mobile Computing Conference,IWCMC,International Conference on Wireless Communications and Mobile Computing,VmAg1pGpY18J,International Wireless Communications and Mobile Computing Conference (IWCMC),31,31,34,ACM International Wireless Communications and Mobile Computing Conference,B,B,B,B,B,View,https://dblp.org/db/conf/iwcmc/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=VmAg1pGpY18J.2023,Added 24/08/2020 as it met objective criteria. Request made by Aamir Cheema (SSC).
50107,JCDL,International ACM/IEEE Joint Conference on Digital Libraries,JCDL,ACM/IEEE Joint Conference on Digital Libraries,1akwQ0Ck8NUJ,International ACM/IEEE Joint Conference on Digital Libraries,24,23,2085,ACM Conference on Digital Libraries,-,-,-,A*,-,View,https://dblp.org/db/conf/jcdl,View,https://scholar.google.com/citations?view_op=list_hcore&venue=1akwQ0Ck8NUJ.2023,
42292,KDD,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,KDD,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,DxPOk84pRIIJ,ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,129,114,26,ACM International Conference on Knowledge Discovery and Data Mining,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/kdd,View,https://scholar.google.com/citations?view_op=list_hcore&venue=DxPOk84pRIIJ.2023,
43553,KR,International Conference on the Principles of Knowledge Representation and Reasoning,KR,International Conference on Principles of Knowledge Representation and Reasoning,mK5NIOh7kkEJ,Principles of Knowledge Representation and Reasoning (KR),21,17,1239,International Conference on the Principles of Knowledge Representation and Reasoning,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/kr,View,https://scholar.google.com/citations?view_op=list_hcore&venue=mK5NIOh7kkEJ.2023,
50895,International Learning Analytics & Knowledge Conference,LAK,LAK,International Conference on Learning Analytics and Knowledge,vyPePYGDYIkJ,International Conference on Learning Analytics & Knowledge,42,46,2268,International Conference on Learning Analytics and Knowledge,A,A,-,-,-,View,https://dblp.org/db/conf/lak/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=vyPePYGDYIkJ.2023,
43049,LICS,IEEE Symposium on Logic in Computer Science,LICS,ACM/IEEE Symposium on Logic in Computer Science,5mWbSIB9be8J,IEEE Symposium on Logic in Computer Science,30,32,748,IEEE Symposium on Logic in Computer Science,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/lics,View,https://scholar.google.com/citations?view_op=list_hcore&venue=5mWbSIB9be8J.2023,
60459,LREC,International Conference on Language Resources and Evaluation,LREC,International Conference on Language Resources and Evaluation,qf6JB6yXg1UJ,International Conference on Language Resources and Evaluation (LREC),61,49,2092,Language Resources and Evaluation Conference,B,C,C,C,-,View,https://dblp.org/db/conf/lrec,View,https://scholar.google.com/citations?view_op=list_hcore&venue=qf6JB6yXg1UJ.2023,Added 27/07/2020 as it met objective criteria. Request made by Patrick Olivier (HCC).
43912,MICCAI,Medical Image Computing and Computer Assisted Intervention,MICCAI,International Conference on Medical Image Computing and Computer-Assisted Intervention,QLpioUFGyGMJ,Medical Image Computing and Computer Assisted Intervention,89,78,1607,Medical Image Computing and Computer-Assisted Intervention,A,A,A,A,A,View,https://dblp.org/db/conf/miccai,View,https://scholar.google.com/citations?view_op=list_hcore&venue=QLpioUFGyGMJ.2023,
,,,MICRO,Annual IEEE/ACM International Symposium on Microarchitecture,UpKDzfQ1ak8J,IEEE/ACM International Symposium on Microarchitecture,57,53,2098,International Symposium on Microarchitecture,-,-,-,A,-,View,https://dblp.org/db/conf/micro/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=UpKDzfQ1ak8J.2023,Ranked A in Core2018 (removed in 2020).
42350,Middleware,ACM/IFIP/USENIX International Middleware Conference,Middleware,International Middleware Conference,NA4iP0Rm0toJ,International Middleware Conference,22,24,79,ACM/IFIP/USENIX International Middleware Conference,A,A,A,A,A,View,https://dblp.org/db/conf/middleware/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=NA4iP0Rm0toJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Aamir Cheema (SSC).
42293,ACMMM,ACM Multimedia,MM,ACM International Conference on Multimedia,vKMrxyJUpv0J,ACM International Conference on Multimedia,84,71,37,ACM Multimedia,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/mm/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=vKMrxyJUpv0J.2023,
43807,MMSP,IEEE International Workshop on Multimedia Signal Processing,MMSP,IEEE International Workshop on Multimedia Signal Processing,_45azmq7lgwJ,IEEE Workshop on Multimedia Signal Processing,20,23,1508,International Workshop on Multimedia Signal Processing,C,B,B,B,B,View,https://dblp.org/db/conf/mmsp/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=_45azmq7lgwJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Wong Kok Sheik (Malaysia).
50205,MMSys,ACM Multimedia Systems Conference,MMSys,ACM SIGMM Conference on Multimedia Systems,iRTf4ImdsEQJ,ACM Multimedia Systems Conference (MMSys),33,32,-,,-,-,-,-,-,View,https://dblp.org/db/conf/mmsys/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=iRTf4ImdsEQJ.2023,
42298,MobiCom,ACM International Conference on Mobile Computing and Networking,MobiCom,International Conference on Mobile Computing and Networking,CYo1GjC2fW8J,Annual International Conference on Mobile Computing and Networking,51,42,27,ACM International Conference on Mobile Computing and Networking,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/mobicom/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=CYo1GjC2fW8J.2023,
42327,MOBIHOC,ACM International Symposium on Mobile Ad Hoc Networking and Computing,MOBIHOC,"International Symposium on Theory, Algorithmic Foundations, and Protocol Design for Mobile Networks and Mobile Computing",Okb8aqGJjLgJ,ACM International Symposium on Mobile Ad Hoc Networking and Computing,25,25,58,ACM Symposium on Mobile Ad Hoc Networking and Computing,A,A,A,A,A,View,https://dblp.org/db/conf/mobihoc/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Okb8aqGJjLgJ.2023,
43378,MobileHCI,International Conference on Human-Computer Interaction with Mobile Devices and Services,MobileHCI,International Conference on Human-Computer Interaction with Mobile Devices and Services,FYz8XSTnq6sJ,Mobile HCI,26,31,1054,International Conference on Human-Computer Interaction with Mobile Devices and Services,B,B,B,B,B,View,https://dblp.org/db/conf/mhci,View,https://scholar.google.com/citations?view_op=list_hcore&venue=FYz8XSTnq6sJ.2023,
,,,MobileSoft,International Conference on Mobile Software Engineering and Systems,-,-,-,22,-,,-,-,-,-,-,View,https://dblp.org/db/conf/mobilesoft/index.html,,,Added 13/08/2021 as it met objective criteria. Request made by Aamir Cheema (SSC).
43557,MODELS,International Conference on the Unified Modelling Language,MODELS,ACM/IEEE International Conference on Model Driven Engineering Languages and Systems,3ppqdCDVTskJ,Model Driven Engineering Languages and Systems,26,22,1244,"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",A,A,A,A,B,View,https://dblp.org/db/conf/models/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=3ppqdCDVTskJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Aamir Cheema (SSC).
43008,MSR,International Conference Mining Software Repositories,MSR,IEEE/ACM International Conference on Mining Software Repositories,XpB0TY0OXkoJ,Mining Software Repositories,46,45,711,IEEE International Working Conference on Mining Software Repositories,A,A,A,A,C,View,https://dblp.org/db/conf/msr/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=XpB0TY0OXkoJ.2023,
43951,HLT-NAACL,Conference of the North American Chapter of the Association for Computational Linguistics,NAACL,North American Chapter of the Association for Computational Linguistics,ORSK3meVbY4J,Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (HLT-NAACL),133,105,1648,North American Association for Computational Linguistics,A,A,A,A,A,View,https://dblp.org/db/conf/naacl/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=ORSK3meVbY4J.2023,
44148,NDSS,Network and Distributed System Security Symposium,NDSS,Network and Distributed System Security Symposium,q2FcImd5qbgJ,Network and Distributed System Security Symposium (NDSS),78,72,1840,Usenix Network and Distributed System Security Symposium,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/ndss,View,https://scholar.google.com/citations?view_op=list_hcore&venue=q2FcImd5qbgJ.2023,
74091,,International IFIP-TC Networking Conference,Networking,IFIP International Conference on Networking,OK3y4P6IJ9EJ,IFIP Networking Conference,22,20,806,IFIP International Conference on Networking,B,B,A,A,A,View,https://dblp.org/db/conf/networking,View,https://scholar.google.com/citations?view_op=list_hcore&venue=OK3y4P6IJ9EJ.2023,Added 22/01/2020 as it met objective criteria. Request made by Carsten Rudolph (SSC). Reranked to B from A in CORE 2021 ranking.
42371,NIPS,Neural Information Processing Systems (NIPS),NeurIPS,Conference on Neural Information Processing Systems,eqYFflc_uhEJ,Neural Information Processing Systems,309,278,98,Advances in Neural Information Processing Systems (was NIPS),A*,A*,A*,A*,A,View,https://dblp.org/db/conf/nips/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=eqYFflc_uhEJ.2023,
51010,NIME,International Conference on New Interfaces for Musical Expression,NIME,New Interfaces for Musical Expression,wlqmH4MBePQJ,New Interfaces for Musical Expression (NIME),17,17,-,,-,-,-,-,-,View,https://dblp.org/db/conf/nime/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=wlqmH4MBePQJ.2023,Added by CHIC Group 2019. ~Met objective criteria as at May 2021
43022,NOMS,IEEE/IFIP Network Operations and Management Symposium,NOMS,IEEE/IFIP Network Operations and Management Symposium,DWJBNISV1bQJ,IEEE/IFIP Network Operations and Management Symposium,32,25,723,IEEE Network Operations and Management Symposium,B,B,B,B,B,View,https://dblp.org/db/conf/noms,View,https://scholar.google.com/citations?view_op=list_hcore&venue=DWJBNISV1bQJ.2023,
44094,NSDI,USENIX Symposium on Networked Systems Design and Implementation,NSDI,Symposium on Networked Systems Design and Implementation,J92rQU3cJVwJ,Symposium on Networked Systems Design and Implementation,60,65,1789,"Symposium on Networked Systems, Design and Implementation",National: USA,National: USA,National: USA,B,B,View,https://dblp.org/db/conf/nsdi,View,https://scholar.google.com/citations?view_op=list_hcore&venue=J92rQU3cJVwJ.2023,
44150,OSDI,Symposium on Operating Systems Design and Implementation (OSDI),OSDI,USENIX Symposium on Operating Systems Design and Implementation,nZZ8G3Einp0J,Symposium on Operating Systems Design and Implementation (OSDI),55,39,1842,Usenix Symposium on Operating Systems Design and Implementation,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/osdi,View,https://scholar.google.com/citations?view_op=list_hcore&venue=nZZ8G3Einp0J.2023,Included in ARWU 2021 top conferences list.
43961,PACIS,Pacific Asia Conference on Information Systems (PACIS),PACIS,Pacific Asia Conference on Information Systems,CY_aqjanJeoJ,Pacific Asia Conference on Information Systems (PACIS),24,24,1657,Pacific Asia Conference on Information Systems,-,-,-,A,A,View,https://dblp.org/db/conf/pacis/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=CY_aqjanJeoJ.2023,Added 07/02/2020 as it met objective criteria. Request made by Henry Linger and Chung-Hsing Yeh.
43486,PACT,International Conference on Parallel Architectures and Compilation Techniques,PACT,International Conference on Parallel Architectures and Compilation Techniques,OLgTDUKI5wUJ,International Conference on Parallel Architectures and Compilation Techniques (PACT),23,19,1165,International Conference on Parallel Architecture and Compilation Techniques,B,B,A,A,A,View,https://dblp.org/db/conf/IEEEpact,View,https://scholar.google.com/citations?view_op=list_hcore&venue=OLgTDUKI5wUJ.2023,Reranked to B from A in CORE 2021 ranking.
43970,PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD),PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining,I9UJ598p80sJ,Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD),31,29,1667,Pacific-Asia Conference on Knowledge Discovery and Data Mining,B,A,A,A,A,View,https://dblp.org/db/conf/pakdd,View,https://scholar.google.com/citations?view_op=list_hcore&venue=I9UJ598p80sJ.2023,
43981,PDC,Participatory Design Conference,PDC,Participatory Design Conference,-nBNAaWmWB0J,Participatory Design Conference,25,20,1677,Participatory Design Conference,-,-,-,B,B,View,https://dblp.org/db/conf/pdc/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=-nBNAaWmWB0J.2023,Added 13/07/2022 as it met objective criteria. Request made by Bronwyn Cumbo (DSAI).  Removed from Core in 2020.
42962,PERCOM,IEEE International Conference on Pervasive Computing and Communications,PERCOM,Annual IEEE International Conference on Pervasive Computing and Communications,gauoYMg7lZMJ,IEEE International Conference on Pervasive Computing and Communications (PerCom),26,28,669,IEEE International Conference on Pervasive Computing and Communications,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/percom,View,https://scholar.google.com/citations?view_op=list_hcore&venue=gauoYMg7lZMJ.2023,
60481,PETRA,International Conference on Pervasive Technologies Related to Assistive Environments (PETRA),PETRA,International Conference on Pervasive Technologies Related to Assistive Environments,0yzRpA4v2BsJ,International Conference on Pervasive Technologies Related to Assistive Environments,22,20,-,,-,-,-,-,-,View,https://dblp.org/db/conf/petra/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=0yzRpA4v2BsJ.2023,Added 18/07/2022 as it met objective criteria. Request made by Benjamin Phua (HCC).
43588,PKC,International Conference on Practice and Theory in Public Key Cryptography,PKC,International Conference on Theory and Practice of Public Key Cryptography,6gqvYwOFvq0J,International Conference on Practice and Theory in Public Key Cryptography,31,28,1279,International Conference on Practice and Theory in Public Key Cryptography,B,B,B,B,B,View,https://dblp.org/db/conf/pkc,View,https://scholar.google.com/citations?view_op=list_hcore&venue=6gqvYwOFvq0J.2023,
42356,PLDI,ACM SIGPLAN Conference on Programming Language Design and Implementation,PLDI,ACM-SIGPLAN Symposium on Programming Language Design and Implementation,MJmsjXA6rLIJ,ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI),50,47,84,ACM-SIGPLAN Conference on Programming Language Design and Implementation,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/pldi,View,https://scholar.google.com/citations?view_op=list_hcore&venue=MJmsjXA6rLIJ.2023,
42333,PODC,ACM Symposium on Principles of Distributed Computing,PODC,ACM Symposium on Principles of Distributed Computing,fcioh0Px5iMJ,ACM Symposium on Principles of Distributed Computing (PODC),31,30,63,ACM Symposium on Principles of Distributed Computing,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/podc,View,https://scholar.google.com/citations?view_op=list_hcore&venue=fcioh0Px5iMJ.2023,
42315,PODS,ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems,PODS,ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems,rDUVyYLeRdUJ,ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems,26,26,46,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/pods/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=rDUVyYLeRdUJ.2023,
43995,PPOPP,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming,PPOPP,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming,JDUQTRUV4EYJ,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming (PPOPP),33,30,1691,Principles and Practice of Parallel Programming,B,A,A,A,A,View,https://dblp.org/db/conf/ppopp,View,https://scholar.google.com/citations?view_op=list_hcore&venue=JDUQTRUV4EYJ.2023,
51028,PSCC,Power Systems Computation Conference,PSCC,Power Systems Computation Conference,otIEduoO6gQJ,Power Systems Computation Conference (PSCC),27,25,-,,-,-,-,-,-,View,https://dblp.org/db/conf/pscc/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=otIEduoO6gQJ.2023,Added 27/07/2022 as it met objective criteria. Request made by Mark Wallace (DSAI).  No longer indexed by DBLP.
N78015,,"IEEE International Conference on Software Quality, Reliability and Security, QRS",QRS,"International Conference on Software Quality, Reliability and Security",4diVe5BwiNAJ,"IEEE International Conference on Software Quality, Reliability and Security Companion",24,24,1185,"Software Quality, Reliability, and Security (was International Conference on Quality Software, QSIC, that merged with SERE 2015)",C,B,B,B,B,View,https://dblp.org/db/conf/qrs/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=4diVe5BwiNAJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Aamir Cheema (SSC).
